snapshot_date,store_id,product_id,available_stock,on_hand_stock,reserved_stock,committed_stock,inventory_on_order,safety_stock
2025-09-07,S094,P00045,199,313,55,59,54,99
2025-08-16,S051,P04006,457,556,12,87,78,86
2025-11-16,S064,P02791,442,545,12,91,20,46
2025-01-09,S017,P02531,240,437,95,102,189,61
2025-04-06,S028,P04295,317,599,149,133,31,44
2025-12-11,S045,P04157,172,232,11,49,62,38
2025-07-13,S008,P02476,264,407,95,48,122,62
2025-12-24,S080,P01436,134,226,64,28,14,80
2025-10-03,S062,P00280,398,546,21,127,55,90
2025-12-04,S040,P01878,208,312,61,43,178,94
2025-07-07,S010,P03518,147,177,24,6,119,16
2025-02-22,S018,P03431,339,373,5,29,181,92
2025-06-14,S075,P03349,124,141,4,13,160,74
2025-12-14,S009,P02449,152,229,65,12,14,12
2025-03-17,S070,P04869,393,598,88,117,185,76
2025-10-01,S054,P02982,307,493,144,42,136,65
2025-06-23,S092,P03527,104,175,37,34,174,36
2025-04-29,S087,P01716,216,245,9,20,44,31
2025-04-17,S003,P03321,279,402,100,23,71,20
2025-11-18,S063,P00270,268,378,35,75,19,58
2025-12-11,S002,P00726,14,20,3,3,91,96
2025-01-24,S093,P01428,454,547,8,85,67,50
2025-12-16,S040,P02751,26,39,4,9,180,97
2025-10-27,S081,P04231,210,329,51,68,112,44
2025-11-25,S035,P03356,148,249,72,29,74,48
2025-09-04,S086,P02385,348,389,40,1,181,36
2025-07-25,S096,P03227,211,227,15,1,97,98
2025-01-20,S044,P02159,285,398,53,60,56,21
2025-12-04,S066,P00040,141,325,91,93,17,96
2025-06-18,S087,P04496,443,530,54,33,34,48
2025-10-25,S059,P00805,254,429,92,83,43,64
2025-10-20,S042,P04876,220,369,52,97,116,62
2025-05-04,S001,P03009,102,114,3,9,176,70
2025-06-24,S055,P02630,287,319,13,19,102,36
2025-04-24,S064,P00902,116,249,67,66,18,16
2025-10-02,S036,P01983,206,422,121,95,106,51
2025-11-18,S078,P04966,263,319,11,45,33,11
2025-06-20,S064,P04350,91,130,8,31,126,77
2025-12-25,S098,P03422,318,599,118,163,182,32
2025-07-08,S091,P03980,329,457,81,47,128,49
2025-10-05,S024,P03328,335,590,146,109,186,65
2025-05-29,S025,P03808,147,345,101,97,154,39
2025-01-29,S027,P00094,459,580,115,6,24,94
2025-08-15,S040,P04263,343,436,65,28,32,36
2025-01-06,S078,P04001,376,535,100,59,67,83
2025-06-04,S053,P02663,409,475,37,29,75,77
2025-11-17,S076,P04632,267,336,31,38,61,65
2025-08-27,S074,P04465,39,57,12,6,109,34
2025-02-03,S050,P00331,47,65,15,3,107,19
2025-05-23,S022,P02196,334,461,50,77,124,79
2025-05-16,S021,P02774,315,461,32,114,159,32
2025-06-18,S027,P02213,153,212,20,39,9,36
2025-04-17,S013,P02172,519,558,22,17,121,78
2025-10-27,S036,P00464,375,568,167,26,73,65
2025-05-01,S006,P02096,267,505,99,139,164,36
2025-07-27,S035,P01760,473,554,23,58,13,35
2025-12-17,S087,P02393,132,142,2,8,154,14
2025-05-24,S082,P03346,184,211,8,19,7,16
2025-05-06,S011,P04953,234,291,36,21,154,15
2025-02-14,S080,P04808,106,152,17,29,105,16
2025-09-27,S014,P04655,248,344,30,66,159,44
2025-10-26,S087,P01999,230,320,6,84,194,39
2025-08-06,S024,P02834,277,399,85,37,0,82
2025-12-26,S050,P00714,278,521,127,116,182,63
2025-05-26,S059,P04792,149,169,20,0,95,20
2025-02-08,S034,P02453,204,317,71,42,72,63
2025-08-19,S082,P03551,266,413,105,42,89,22
2025-08-18,S086,P03149,101,168,28,39,107,88
2025-06-30,S025,P00858,285,580,134,161,193,58
2025-01-27,S089,P03858,59,69,7,3,178,40
2025-11-09,S100,P04289,190,211,1,20,54,65
2025-04-20,S099,P02800,258,385,107,20,176,32
2025-02-24,S038,P02972,158,227,37,32,114,86
2025-06-13,S009,P00013,29,41,10,2,61,14
2025-11-16,S098,P02535,58,84,2,24,155,74
2025-12-26,S031,P00861,112,142,2,28,36,73
2025-05-21,S056,P02015,240,439,129,70,149,92
2025-08-14,S074,P03499,361,487,50,76,68,14
2025-08-19,S041,P01851,24,27,0,3,192,98
2025-06-25,S070,P02524,300,376,59,17,104,66
2025-04-19,S022,P04658,376,423,36,11,152,27
2025-10-18,S054,P00955,191,268,72,5,171,29
2025-10-26,S003,P03638,392,561,157,12,56,62
2025-11-18,S006,P04309,21,27,6,0,32,21
2025-08-16,S059,P01382,105,108,2,1,50,60
2025-08-17,S012,P03372,213,279,27,39,180,96
2025-05-24,S059,P01280,154,300,89,57,86,83
2025-08-17,S018,P00252,181,247,45,21,67,27
2025-05-20,S087,P04564,385,434,1,48,63,33
2025-10-05,S100,P01954,376,529,16,137,49,24
2025-05-23,S059,P02018,390,511,2,119,143,71
2025-12-21,S076,P00056,434,582,51,97,21,86
2025-08-12,S094,P02395,251,332,70,11,43,28
2025-04-27,S036,P03733,174,244,57,13,101,58
2025-09-01,S006,P01994,287,445,66,92,33,21
2025-10-09,S080,P01317,318,423,8,97,47,26
2025-03-03,S098,P00690,327,412,60,25,185,75
2025-02-23,S054,P02407,154,216,57,5,160,42
2025-09-21,S050,P04897,86,110,6,18,54,54
2025-06-26,S100,P02459,134,220,42,44,20,20
2025-12-17,S059,P02323,196,250,30,24,14,36
2025-03-09,S043,P00607,62,127,34,31,147,42
2025-11-29,S045,P02509,415,566,8,143,108,55
2025-01-28,S030,P04105,219,366,78,69,86,39
2025-09-25,S039,P00392,89,164,47,28,197,65
2025-06-22,S094,P01624,46,58,9,3,78,27
2025-07-14,S092,P02878,380,585,76,129,15,23
2025-03-09,S059,P04335,126,232,68,38,56,28
2025-10-29,S067,P03892,344,542,151,47,0,62
2025-09-23,S003,P00395,441,503,46,16,153,13
2025-06-12,S066,P03262,163,282,65,54,97,14
2025-06-08,S070,P02547,502,583,77,4,151,69
2025-07-02,S057,P00208,229,294,11,54,32,30
2025-05-17,S018,P03833,393,495,45,57,176,12
2025-01-11,S007,P02135,85,117,28,4,156,20
2025-03-08,S014,P03961,39,84,24,21,147,25
2025-01-23,S045,P03840,173,343,94,76,58,22
2025-01-03,S052,P02008,83,169,48,38,122,63
2025-05-21,S009,P02883,412,574,156,6,106,53
2025-05-20,S066,P03655,458,589,80,51,134,74
2025-08-10,S059,P00199,157,173,8,8,55,84
2025-06-03,S035,P04997,230,263,7,26,139,94
2025-09-21,S060,P01094,163,348,88,97,162,45
2025-06-21,S074,P04962,135,199,6,58,93,45
2025-07-22,S085,P02547,401,548,145,2,40,70
2025-11-22,S067,P04953,193,271,16,62,68,34
2025-07-27,S079,P01173,218,288,57,13,181,97
2025-04-05,S092,P01651,193,313,79,41,151,46
2025-09-22,S057,P02212,267,410,31,112,151,73
2025-01-21,S098,P00834,61,113,31,21,133,86
2025-12-01,S021,P02385,72,126,33,21,76,31
2025-04-20,S012,P02858,311,542,149,82,87,68
2025-03-07,S034,P02474,187,361,79,95,74,64
2025-03-28,S030,P00134,56,62,3,3,116,34
2025-08-16,S048,P02693,191,421,121,109,119,33
2025-09-13,S070,P02325,32,45,10,3,144,76
2025-10-21,S022,P04433,84,143,19,40,33,87
2025-02-17,S069,P00493,16,22,1,5,82,32
2025-04-29,S079,P03496,170,220,10,40,195,24
2025-03-08,S067,P01254,75,90,5,10,127,38
2025-08-21,S089,P03492,49,94,19,26,3,41
2025-07-20,S025,P03386,31,52,13,8,148,80
2025-11-09,S001,P04494,248,375,48,79,78,16
2025-12-23,S055,P04831,330,437,65,42,86,97
2025-02-21,S093,P03529,90,152,44,18,135,74
2025-02-25,S037,P04832,57,110,22,31,46,46
2025-04-01,S053,P04255,503,561,50,8,142,12
2025-08-02,S050,P01953,339,544,133,72,52,66
2025-03-14,S085,P02885,144,225,15,66,33,21
2025-04-10,S048,P03117,38,46,3,5,153,65
2025-04-09,S058,P00995,437,533,96,0,23,24
2025-03-04,S016,P04823,142,251,70,39,50,26
2025-08-03,S062,P02072,423,573,5,145,65,59
2025-08-10,S060,P01000,279,417,87,51,47,62
2025-12-27,S014,P03979,182,214,22,10,120,85
2025-12-05,S042,P02301,70,98,5,23,59,57
2025-11-25,S047,P02642,111,167,13,43,111,33
2025-05-24,S050,P02342,55,97,24,18,48,33
2025-07-12,S044,P01009,170,218,36,12,108,21
2025-06-18,S054,P03221,203,236,14,19,135,65
2025-05-02,S029,P01866,248,384,95,41,103,15
2025-08-30,S003,P03145,230,373,75,68,195,25
2025-07-27,S089,P02715,107,178,25,46,150,82
2025-01-04,S065,P00696,50,109,30,29,130,20
2025-12-24,S084,P00684,244,300,29,27,174,22
2025-06-18,S099,P04457,127,229,52,50,160,21
2025-06-29,S013,P00515,145,233,46,42,161,86
2025-09-26,S090,P01140,158,245,40,47,107,93
2025-03-04,S068,P03547,216,485,141,128,29,23
2025-09-28,S064,P02105,216,297,65,16,32,26
2025-03-21,S074,P00041,194,263,17,52,183,46
2025-11-10,S079,P00065,142,211,17,52,62,72
2025-04-12,S069,P01141,381,436,54,1,179,53
2025-04-09,S049,P01462,264,346,13,69,11,89
2025-04-17,S095,P00474,317,390,69,4,7,32
2025-06-11,S048,P03886,213,404,117,74,76,57
2025-06-06,S031,P03530,369,463,35,59,141,13
2025-03-27,S058,P02304,169,325,64,92,54,49
2025-05-28,S049,P03657,201,276,58,17,136,83
2025-03-24,S010,P01196,284,445,43,118,67,62
2025-07-01,S022,P04063,291,566,163,112,65,22
2025-08-03,S095,P03209,214,439,101,124,102,69
2025-06-08,S039,P02327,309,492,130,53,94,17
2025-06-04,S024,P02383,342,554,134,78,184,30
2025-01-02,S053,P00529,361,452,12,79,172,26
2025-01-27,S011,P04909,229,413,79,105,68,51
2025-07-09,S050,P00449,191,376,82,103,97,52
2025-09-09,S071,P03239,109,174,49,16,145,85
2025-10-11,S095,P02187,414,496,71,11,27,44
2025-07-13,S052,P02290,21,21,0,0,42,99
2025-11-04,S040,P00492,320,402,36,46,26,20
2025-02-22,S074,P03792,99,168,26,43,57,21
2025-04-20,S067,P03193,225,469,122,122,36,21
2025-04-03,S075,P03880,141,169,28,0,42,98
2025-05-20,S005,P02994,291,542,154,97,41,16
2025-07-14,S078,P04243,54,83,23,6,194,73
2025-02-17,S078,P00164,189,220,8,23,131,83
2025-05-06,S076,P00347,179,242,23,40,129,90
2025-03-27,S035,P02740,334,535,104,97,47,21
2025-03-31,S059,P01986,194,256,8,54,100,60
2025-08-09,S008,P04432,53,87,16,18,152,22
2025-08-20,S081,P02873,190,277,12,75,114,31
2025-10-14,S070,P03932,147,264,48,69,147,19
2025-04-20,S089,P00580,122,217,33,62,155,85
2025-07-17,S033,P01186,217,338,80,41,71,12
2025-01-04,S045,P04962,171,206,6,29,181,12
2025-10-05,S065,P03205,15,20,4,1,159,30
2025-12-07,S049,P00997,99,184,42,43,165,56
2025-05-01,S065,P03575,171,250,42,37,193,47
2025-11-18,S004,P00580,31,34,0,3,76,27
2025-03-29,S064,P00281,349,441,43,49,106,88
2025-08-02,S095,P01783,398,586,139,49,42,11
2025-10-09,S054,P01506,343,390,37,10,87,10
2025-01-24,S090,P01880,194,305,49,62,188,57
2025-10-15,S006,P03306,167,271,34,70,168,38
2025-10-30,S038,P00745,250,379,64,65,156,52
2025-01-25,S066,P00609,181,252,6,65,151,21
2025-10-14,S048,P01998,101,121,5,15,85,59
2025-11-17,S055,P01950,257,488,139,92,190,88
2025-09-17,S064,P04414,90,129,4,35,96,91
2025-01-28,S020,P02878,33,55,9,13,83,61
2025-08-08,S014,P02224,339,481,91,51,44,92
2025-05-11,S081,P00363,73,83,6,4,89,29
2025-11-09,S070,P04856,217,322,16,89,43,93
2025-12-22,S010,P02023,412,475,39,24,69,48
2025-11-02,S090,P01613,166,209,24,19,61,37
2025-10-18,S026,P02492,218,323,62,43,183,38
2025-12-19,S058,P04034,185,311,68,58,42,42
2025-01-17,S025,P02844,301,342,21,20,185,39
2025-02-05,S056,P01308,76,102,16,10,16,35
2025-07-30,S099,P02883,396,565,46,123,10,32
2025-01-28,S036,P00865,37,45,3,5,36,74
2025-09-23,S050,P02555,172,230,48,10,146,82
2025-07-24,S003,P04330,318,553,164,71,161,13
2025-04-23,S059,P03117,261,582,171,150,142,97
2025-01-04,S050,P04902,214,365,104,47,197,75
2025-02-18,S006,P01558,218,415,108,89,109,31
2025-05-31,S004,P00450,78,96,9,9,110,60
2025-11-20,S032,P02080,373,435,34,28,43,57
2025-05-13,S077,P04633,50,76,7,19,170,65
2025-12-18,S036,P02592,46,63,1,16,151,29
2025-11-12,S076,P03408,429,529,10,90,157,73
2025-05-28,S014,P04527,317,484,112,55,90,10
2025-02-02,S100,P04721,49,69,7,13,50,63
2025-11-11,S079,P01318,142,202,52,8,38,21
2025-03-09,S014,P01888,497,582,7,78,142,74
2025-06-09,S053,P01736,355,420,47,18,12,31
2025-10-08,S044,P01431,249,337,6,82,60,51
2025-10-20,S062,P04386,344,451,50,57,134,27
2025-08-16,S098,P04160,297,527,88,142,141,59
2025-04-04,S016,P01686,373,596,58,165,103,67
2025-12-13,S057,P03835,67,115,21,27,75,99
2025-09-04,S052,P04240,205,240,23,12,68,42
2025-02-07,S064,P02082,68,98,17,13,11,36
2025-10-07,S070,P01905,399,446,7,40,183,53
2025-05-26,S015,P04507,498,590,70,22,180,41
2025-11-23,S080,P01402,375,514,104,35,117,54
2025-08-30,S029,P02137,372,481,60,49,192,95
2025-08-19,S051,P04675,338,532,95,99,50,89
2025-10-27,S076,P01360,93,125,19,13,15,80
2025-05-22,S072,P04445,110,188,54,24,109,46
2025-10-23,S056,P02609,409,594,34,151,47,57
2025-04-15,S032,P01038,281,369,2,86,69,60
2025-12-22,S088,P03920,203,371,109,59,177,82
2025-12-29,S050,P00752,225,261,24,12,106,24
2025-01-25,S077,P02414,229,297,11,57,182,14
2025-08-08,S025,P02195,269,516,124,123,13,12
2025-03-20,S085,P04705,477,592,20,95,26,79
2025-06-24,S067,P01181,267,356,55,34,159,41
2025-08-13,S059,P02845,315,406,65,26,12,69
2025-12-14,S045,P02643,144,176,14,18,21,60
2025-12-31,S040,P00368,487,552,17,48,172,49
2025-05-13,S097,P00002,293,444,28,123,147,31
2025-09-10,S090,P00246,468,545,15,62,189,93
2025-05-06,S074,P00067,385,573,66,122,186,60
2025-01-21,S005,P00889,179,209,26,4,7,51
2025-02-28,S032,P01937,431,525,78,16,94,62
2025-08-22,S073,P03498,271,299,9,19,180,41
2025-03-24,S013,P04740,102,135,23,10,51,71
2025-03-23,S051,P00574,275,327,37,15,158,10
2025-06-16,S051,P02222,56,64,2,6,28,70
2025-09-22,S055,P00656,76,136,33,27,103,87
2025-08-09,S085,P02590,362,521,91,68,144,26
2025-04-28,S063,P04281,375,569,138,56,106,29
2025-05-24,S065,P00291,357,544,41,146,177,46
2025-01-13,S013,P03605,101,121,15,5,195,11
2025-03-24,S016,P02511,99,149,17,33,125,26
2025-07-11,S060,P02602,58,73,10,5,1,81
2025-09-16,S075,P03007,212,334,66,56,26,27
2025-03-25,S030,P03397,369,433,26,38,27,98
2025-01-17,S100,P00188,244,388,73,71,199,84
2025-12-05,S003,P02311,64,103,19,20,103,74
2025-12-17,S007,P03105,50,66,0,16,179,58
2025-11-12,S074,P01130,138,175,27,10,7,62
2025-07-21,S027,P01354,490,578,32,56,101,44
2025-01-31,S014,P04416,377,486,6,103,109,28
2025-08-17,S012,P04305,309,375,14,52,9,68
2025-02-16,S054,P02434,125,150,21,4,13,24
2025-10-11,S080,P03292,231,312,16,65,120,17
2025-03-16,S088,P04349,465,565,62,38,147,12
2025-11-11,S080,P00667,344,548,131,73,62,41
2025-11-08,S019,P04331,167,350,85,98,45,65
2025-03-31,S014,P00355,159,216,22,35,140,29
2025-12-03,S012,P02545,192,274,25,57,185,47
2025-08-07,S038,P03313,338,350,8,4,180,64
2025-02-11,S067,P03034,86,111,20,5,54,41
2025-11-20,S095,P03558,197,289,19,73,142,64
2025-07-22,S085,P04784,336,534,64,134,33,78
2025-10-01,S090,P00778,323,388,16,49,163,63
2025-09-29,S048,P01328,131,247,43,73,132,39
2025-12-28,S056,P00515,95,173,37,41,34,35
2025-10-22,S007,P00196,160,194,28,6,86,84
2025-02-16,S019,P01004,101,159,15,43,72,19
2025-11-18,S068,P03607,104,143,13,26,132,38
2025-08-05,S036,P00958,488,532,4,40,37,48
2025-08-11,S006,P01707,137,199,13,49,168,33
2025-03-16,S060,P01095,230,320,21,69,134,23
2025-01-14,S088,P01398,17,28,5,6,122,36
2025-02-18,S010,P03424,391,496,32,73,166,70
2025-06-06,S030,P01440,225,350,89,36,8,35
2025-09-10,S014,P00744,89,160,34,37,33,71
2025-07-09,S044,P02193,412,573,98,63,144,33
2025-07-29,S045,P03430,106,131,4,21,21,54
2025-06-29,S011,P01433,154,362,101,107,143,33
2025-04-10,S035,P02331,255,357,92,10,197,35
2025-10-26,S047,P04069,35,69,17,17,70,29
2025-03-05,S073,P02378,131,182,32,19,99,28
2025-03-08,S070,P03692,379,589,149,61,28,85
2025-01-15,S009,P04575,392,569,34,143,39,11
2025-04-03,S007,P00587,266,467,122,79,55,15
2025-06-20,S085,P01724,282,312,18,12,21,47
2025-11-27,S092,P01068,183,216,19,14,51,80
2025-11-06,S054,P01921,156,228,47,25,52,60
2025-03-19,S088,P01225,45,59,9,5,177,19
2025-05-28,S023,P02301,125,166,19,22,4,32
2025-11-10,S043,P01177,307,449,51,91,67,20
2025-08-03,S038,P03350,187,239,45,7,112,31
2025-07-16,S004,P03037,319,516,59,138,12,43
2025-08-09,S088,P01179,427,494,58,9,54,27
2025-09-22,S024,P00343,430,574,113,31,124,58
2025-01-30,S057,P01021,290,420,125,5,112,39
2025-10-15,S029,P00430,110,170,16,44,146,77
2025-11-26,S064,P02208,50,77,13,14,94,79
2025-07-20,S073,P00436,151,220,37,32,185,73
2025-11-11,S039,P04200,373,457,16,68,198,46
2025-02-02,S055,P04745,114,219,49,56,97,13
2025-10-04,S025,P04217,219,479,125,135,77,70
2025-04-22,S088,P03847,60,85,20,5,18,77
2025-12-07,S093,P01065,87,116,8,21,123,86
2025-07-30,S034,P02524,122,181,7,52,131,31
2025-12-06,S084,P01686,433,541,104,4,153,77
2025-02-14,S062,P02167,60,82,11,11,174,92
2025-04-18,S023,P02891,122,154,16,16,93,74
2025-07-16,S079,P04057,43,64,3,18,177,64
2025-04-03,S076,P02311,137,191,41,13,44,75
2025-11-27,S005,P04705,245,457,91,121,75,27
2025-06-06,S061,P03646,100,135,16,19,157,87
2025-06-24,S014,P01333,412,533,97,24,146,98
2025-06-16,S067,P00832,92,105,4,9,147,86
2025-03-17,S095,P04878,119,190,20,51,110,38
2025-02-28,S078,P00873,55,78,10,13,107,34
2025-01-13,S070,P04507,47,88,23,18,35,18
2025-12-29,S039,P02305,148,188,8,32,87,67
2025-08-13,S010,P03931,406,579,35,138,17,80
2025-02-08,S042,P00892,326,470,47,97,174,60
2025-10-15,S059,P02017,163,203,16,24,192,83
2025-05-12,S075,P01157,260,464,91,113,119,12
2025-12-10,S093,P02798,62,93,11,20,45,36
2025-06-19,S075,P03444,84,148,23,41,45,97
2025-06-21,S071,P01537,297,387,28,62,4,30
2025-11-30,S064,P02250,320,434,71,43,172,13
2025-01-11,S036,P03404,220,341,24,97,9,44
2025-01-14,S023,P02177,182,216,7,27,17,50
2025-12-26,S057,P02408,197,374,92,85,54,13
2025-09-16,S031,P02724,312,424,56,56,156,80
2025-03-15,S043,P01325,69,129,26,34,88,71
2025-06-19,S028,P00892,125,184,28,31,59,22
2025-07-18,S061,P00020,104,135,13,18,154,94
2025-09-06,S002,P00231,284,396,102,10,13,20
2025-08-09,S037,P00361,287,349,58,4,116,73
2025-04-14,S090,P02499,292,495,84,119,180,52
2025-03-22,S058,P02100,197,276,72,7,152,18
2025-04-20,S015,P00249,321,501,56,124,87,33
2025-03-29,S092,P04471,56,80,7,17,37,44
2025-05-08,S061,P04829,180,334,86,68,196,90
2025-10-09,S057,P01314,73,105,11,21,124,65
2025-11-05,S035,P01419,299,551,128,124,25,24
2025-03-27,S070,P03700,372,414,16,26,115,87
2025-02-09,S093,P04808,145,185,12,28,167,41
2025-04-01,S098,P04531,394,510,104,12,31,71
2025-04-04,S023,P03687,53,89,19,17,152,81
2025-02-24,S074,P03276,65,95,27,3,3,11
2025-11-25,S005,P03233,199,345,50,96,92,74
2025-02-24,S065,P02140,74,79,3,2,157,85
2025-01-05,S029,P01466,400,503,84,19,76,87
2025-07-20,S032,P00128,381,482,100,1,60,72
2025-09-19,S028,P03906,202,285,2,81,170,37
2025-09-19,S023,P02467,100,155,36,19,27,76
2025-07-18,S078,P02668,430,585,49,106,8,71
2025-03-27,S027,P03950,26,29,1,2,96,83
2025-06-23,S054,P03891,297,537,103,137,184,32
2025-10-07,S053,P02876,304,407,87,16,164,66
2025-06-21,S070,P03373,252,385,112,21,31,93
2025-10-22,S042,P04368,264,311,46,1,64,34
2025-02-08,S017,P02074,203,232,18,11,179,57
2025-01-28,S040,P01415,406,528,5,117,124,85
2025-01-08,S053,P04131,161,290,43,86,12,14
2025-01-22,S037,P02436,207,257,8,42,2,64
2025-05-29,S039,P04090,79,90,9,2,128,66
2025-02-07,S090,P00448,211,271,28,32,153,25
2025-08-09,S032,P03216,424,539,91,24,74,95
2025-11-23,S036,P03133,204,374,64,106,166,18
2025-01-29,S030,P04356,60,81,14,7,62,25
2025-02-10,S088,P00612,69,128,22,37,115,91
2025-06-03,S018,P04252,234,523,141,148,27,10
2025-03-06,S053,P04177,231,408,91,86,78,15
2025-04-12,S028,P02121,225,249,6,18,18,31
2025-07-27,S057,P02885,92,169,35,42,146,54
2025-09-30,S087,P01703,24,44,9,11,79,86
2025-05-20,S050,P04740,338,449,68,43,135,59
2025-03-05,S045,P00916,81,139,18,40,86,40
2025-10-01,S090,P02976,279,321,26,16,192,25
2025-03-12,S019,P00107,157,165,3,5,197,91
2025-03-07,S052,P04597,377,479,73,29,171,34
2025-12-23,S001,P02159,265,362,72,25,98,33
2025-06-10,S056,P04906,242,293,27,24,109,43
2025-03-20,S022,P02205,69,140,35,36,88,19
2025-08-03,S012,P02670,28,58,15,15,70,31
2025-07-16,S065,P02621,51,70,10,9,105,81
2025-09-02,S060,P04859,382,551,139,30,44,56
2025-03-13,S085,P03040,340,504,133,31,110,65
2025-02-17,S028,P03916,277,322,32,13,139,88
2025-12-14,S097,P04643,63,103,13,27,69,52
2025-03-25,S019,P02948,480,576,55,41,1,37
2025-10-13,S058,P03723,415,539,120,4,41,11
2025-05-28,S053,P02167,282,445,58,105,76,91
2025-03-20,S008,P01194,316,510,65,129,158,22
2025-12-24,S092,P00699,443,551,18,90,50,84
2025-02-24,S049,P01900,137,220,64,19,125,76
2025-05-02,S070,P01871,155,243,33,55,18,33
2025-09-11,S018,P02702,92,125,16,17,98,97
2025-09-04,S062,P03895,209,457,130,118,147,27
2025-06-03,S044,P04888,239,405,58,108,139,95
2025-08-06,S027,P04708,341,525,121,63,94,86
2025-12-21,S063,P02567,183,210,15,12,174,69
2025-09-25,S098,P03521,254,411,119,38,75,23
2025-12-31,S067,P01455,51,89,20,18,130,76
2025-10-28,S077,P00480,40,68,16,12,141,14
2025-05-03,S007,P03741,372,564,141,51,87,34
2025-06-28,S094,P03805,80,108,14,14,62,49
2025-07-25,S061,P02553,149,204,12,43,185,46
2025-01-14,S071,P04721,365,457,62,30,52,35
2025-09-28,S048,P02344,356,364,0,8,30,55
2025-04-10,S073,P03601,327,477,27,123,179,88
2025-07-06,S072,P02410,168,229,16,45,47,56
2025-03-13,S050,P00169,272,485,99,114,119,48
2025-01-12,S092,P02665,215,293,74,4,11,85
2025-06-21,S093,P03298,315,337,18,4,34,28
2025-07-14,S039,P01301,107,193,53,33,31,34
2025-02-18,S072,P04389,390,563,136,37,148,42
2025-01-22,S069,P04717,153,205,15,37,82,96
2025-06-06,S038,P01215,165,275,50,60,174,93
2025-08-11,S060,P02750,262,402,68,72,77,14
2025-12-27,S031,P01135,242,282,20,20,51,51
2025-09-10,S012,P01702,173,287,69,45,66,95
2025-03-31,S056,P00105,241,396,100,55,136,31
2025-10-18,S041,P03054,490,585,67,28,67,44
2025-12-05,S012,P03714,138,154,9,7,86,47
2025-03-23,S005,P02910,389,470,55,26,7,88
2025-09-22,S089,P01732,144,299,78,77,68,83
2025-03-07,S100,P00958,319,451,19,113,3,86
2025-12-13,S037,P01603,100,169,41,28,174,56
2025-02-04,S013,P02430,305,566,148,113,76,86
2025-11-13,S019,P03655,111,132,13,8,81,65
2025-07-09,S044,P03867,35,52,12,5,100,29
2025-12-18,S030,P03302,175,221,23,23,157,27
2025-03-05,S048,P03320,351,491,91,49,37,52
2025-12-13,S031,P01507,372,443,64,7,45,70
2025-05-16,S063,P03715,226,305,78,1,17,11
2025-05-29,S015,P01552,361,491,64,66,142,54
2025-12-23,S016,P04905,54,119,32,33,184,59
2025-11-14,S020,P01872,289,479,137,53,12,85
2025-01-13,S035,P03564,194,360,82,84,83,67
2025-11-26,S050,P04354,56,116,30,30,91,31
2025-06-21,S085,P00047,220,484,144,120,100,75
2025-07-28,S044,P03764,85,139,36,18,76,20
2025-08-17,S095,P04592,135,156,2,19,126,20
2025-10-03,S020,P03558,202,323,71,50,68,51
2025-04-16,S010,P03900,86,109,7,16,112,50
2025-06-13,S088,P04199,288,420,38,94,91,60
2025-08-30,S019,P01817,118,160,27,15,100,74
2025-11-21,S019,P02101,166,231,49,16,10,85
2025-10-28,S024,P00767,437,598,99,62,30,49
2025-08-28,S086,P03391,64,103,23,16,103,87
2025-09-08,S009,P03574,288,446,38,120,98,86
2025-08-23,S030,P00517,106,155,22,27,172,69
2025-01-28,S025,P00539,138,183,28,17,168,45
2025-12-06,S044,P02926,268,344,60,16,177,44
2025-02-17,S073,P03792,307,461,61,93,53,84
2025-10-02,S090,P03784,80,101,5,16,151,56
2025-10-07,S087,P02000,86,140,36,18,192,19
2025-09-06,S070,P03587,361,426,1,64,8,45
2025-12-10,S007,P02207,197,245,36,12,49,24
2025-08-16,S076,P01174,239,338,24,75,126,92
2025-11-21,S068,P00636,191,400,96,113,150,42
2025-05-05,S052,P01494,100,125,18,7,37,87
2025-06-09,S034,P03254,128,243,56,59,21,71
2025-04-01,S087,P00014,271,407,94,42,175,55
2025-03-02,S064,P04242,368,524,16,140,138,82
2025-04-24,S078,P03175,242,340,13,85,91,53
2025-07-07,S065,P04824,13,20,4,3,136,98
2025-09-25,S043,P02856,170,211,28,13,170,91
2025-10-04,S091,P00226,135,183,43,5,37,54
2025-01-11,S011,P02363,192,291,47,52,80,24
2025-04-27,S023,P01425,163,168,3,2,35,71
2025-09-12,S048,P03343,538,586,38,10,99,55
2025-04-29,S070,P02781,192,272,57,23,117,63
2025-03-11,S003,P00845,358,511,107,46,168,26
2025-07-02,S014,P03838,202,322,77,43,199,31
2025-08-29,S006,P04750,75,82,2,5,41,98
2025-03-30,S033,P02980,284,353,9,60,110,39
2025-02-02,S011,P00080,414,493,63,16,129,19
2025-02-04,S062,P00478,73,83,6,4,44,46
2025-05-05,S095,P00329,441,564,70,53,115,24
2025-01-14,S005,P01234,137,212,44,31,41,87
2025-09-04,S028,P01414,226,321,80,15,121,24
2025-09-23,S067,P03386,42,62,13,7,10,79
2025-10-28,S001,P01195,67,103,20,16,94,60
2025-11-03,S034,P00839,99,159,31,29,159,91
2025-02-14,S001,P03710,53,59,2,4,177,37
2025-06-27,S023,P00104,251,442,124,67,190,35
2025-01-14,S001,P00702,260,367,28,79,81,65
2025-11-04,S092,P01488,262,345,43,40,44,17
2025-06-20,S087,P02434,497,557,13,47,135,24
2025-05-29,S080,P03139,294,402,49,59,87,72
2025-09-23,S098,P01747,316,525,55,154,181,56
